product_id,product_desc,magnitude,product_weight,unit,product_USP,MRP,MRP_per_pack,selling_price,sp_per_pack,base_price,base_unit,subscription_price,discount_text,brand,main_category,sub_category1,sub_category2,avg_rating,children,about_the_product
40213207,Double Belgian Chocolate Cone Ice Cream,150,150 ml,ml,,85,,85,,0.57,ml,85,,Lotte Ice Cream,"Bakery, Cakes & Dairy",Ice Creams & Desserts,Ice Creams,4.2,N,"About the Product:
A rich premium dark chocolate ice cream with chocolate shrivels in a super crispy cone. The chocolaty experience is accentuated with a chocolate disk and almond toppings add to the extra delight. The cone is in a super tall format with 40% more ice cream than regular ice cream and has premium packaging which gives a hassle-free ice cream experience.
Ingredients:
Ice Cream (60.8%): Added Water, Milk Solids, Sugar, Cashew (4.0%), Emulsifier (INS 471, INS 433) and Stabilizers (INS 466, INS 412, INS 407a, INS 415), Artificial (Vanilla) Flavoring Substances.
Wafer Biscuit Cone (22.7%): Maida, Sugar, Refined Palmolein Oil, Emulsfier (INS 322), Natural Colour (INS 150d), Iodised Salt. Topping & Spraying (16.5%): Sugar, Refined Palm Kernel Oil, Refined Palm Oil, Cashew (2.1%), Cocoa Solids (1.4%), Emulsifier (INS 322), Artificial (Vanilla) Flavoring Substances.
Food Allergen: Contains Milk, Wheat, Nut and Soy. May Contains Sulphite.
Nutritional Facts:
Amount per serving (% RDA*):

Energy: 328.6 kcal (16.4% RDA),
Protein: 5.1 g,
Carbohydrate : 38.7 g,
Total Sugars : 25.5 g,
Added Sugars : 21.7 g (43.4% RDA),
Total Fat : 17.1 g (25.5% RDA),
Saturated Fat : 9.9 g (45.0% RDA),
Cholesterol : 12.0 mg,
Trans Fat : 0.05 g (2.5% RDA),
Sodium : 42.2 mg (2.1% RDA).
Storage:
Storage at -18 to -22 % Celsius.
Other Product Info:
EAN Code: 8904089325110 FFSAI_10013021000813
Manufacturer Name & Marketed by Address: Havmor Ice Cream Private Limited, 185/A, G.I.D.C. Phase-1, Naroda, Ahmedabad - 382330, Gujarat. Mann's Frozen Foods Private Limited, Plot No. - 92, Sector - 68, IMT, Faridabad - 121004, Haryana.
Country of Origin: India
Best before 13-02-2025Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date.For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com
"
40237527,"Paneer Tikka - Pan Fry, Soft, Creamy, Rich In Protein & Calcium",200,200 g,g,,180,,162,,0.81,g,162,₹18 OFF,Milky Mist,"Bakery, Cakes & Dairy",Dairy,"Paneer, Tofu & Cream",3.7,N,"About the Product:
Smart Chef offers spongy, spicy toppings for balanced snacks with cheesy mouthfeel, ready to bake and eat.PaneerTikka is a Punjabi dish that originated in India. The bits and pieces of tikka are interesting to make for quick bites and family get-togethers. Tasty and delicious snacking offerings by smart chef-crafted only for you.
Ingredients:
Pioneer, Coriander Leaf, Edible Vegetable Oil, Garam Masala, Red Chili, Aromat Powder, Ginger Vinegar, Garlic, Black Pepper, Cumin, Kasuri Methi, Black Salt, Chilli Flakes.
Nutritional Facts:
As Per - 100 g

Energy - 297 kcal
Carbohydrate - 10.7 g
Fat - 21.2 g 
Saturated Fat - 9.3 g
Protein - 15.7 g
Cholesterol - 59 mg
Sodium - 122 mg
Other Product Info:
EAN Code: 40237527 FSSAI No: 10017042003191 Manufactured & Marketed by: Curry Life-Unit of M/S Sri Renuka Devi Enterprises,210/2, Nethaji Nagar,Nanjundanpuram Road, Coimbatore-641036 & MilkyMist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057 Country of origin: India Best before 27-12-2024 For Queries/Feedback/Complaints, Contact our Customer Care Executive at Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com
"
40300868,Rajbhog Ice Cream,1000,1 L,ml,,350,,350,,350,L,350,,Hangyo,"Bakery, Cakes & Dairy",Ice Creams & Desserts,Ice Creams,3.9,N,"About the Product:
Introducing Hangyo's Rajbhog, a delectable ice cream that is a perfect combination of rich, creamy texture and traditional Indian flavours. Inspired by the famous Indian dessert, Rajbhog, this ice cream is a treat for your senses. The flavour of Hangyo's Rajbhog is an exquisite blend of saffron, cardamom, and nuts, which gives it a unique and authentic taste. The rich and creamy texture of the ice cream is achieved using high-quality milk, cream, and a special churn process. This ice cream has a luxurious and creamy texture with a delightful mix of crunchy nuts and aromatic spices. It's a perfect treat to cool down on a sizzling summer day, or to indulge in as a dessert after a meal. Explore an entire range of delectable and unique flavours of ice creams by Hangyo and find your favourite flavour today! Find the entire range and more on Big Basket.
Ingredients:
Milk, Milk Solids, Sugar, Liquid Glucose, Roasted Almond (5%), Cashew Nut (3%), Pista Nut (1%), Permitted Emulsifiers (INS433, INS71) And Stabilizers (INS407, INS412, INS415) Contains Permitted Synthetic Food Colours (INS102 &INS110) Added Kesar Elaichi Flavour (Nature Identical Flavouring Substance)
Nutritional Facts:
Energy (Kcal) 283.5
Protein (g) 6.6
Carbohydrates (g) 22.2
Total Sugar (g) 19.2
Total Fat (g) 18.7
Saturated Fat (g) 11.7
Trans Fat (g) 0.3
Cholesterol (mg) 10.1
Sodium (mg) 150
How to Use:
Enjoy on its own Pair with traditional Indian sweets
Add toppings like crushed nuts or caramel sauce
Use it to make an Indian-style ice cream sundae
Other Product Info:
EAN Code: 40300868   Manufactured & Marketed by: Hangyo Ice Creams (P) Ltd. (An ISO 22000: 2018 Certified Company) Door No. 5-5-347/26, 302 Sterling Chambers, PVS Kalakunj Road, Kodialbail, Mangaluru, Karnataka- 575003 Country of origin: India Best before 13-02-2025 For Queries/Feedback/Complaints, Contact our Customer Care Executive at Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com
"
40300880,Rajbhog Ice Cream,125,125 ml,ml,,60,,60,,0.48,ml,60,,Hangyo,"Bakery, Cakes & Dairy",Ice Creams & Desserts,Ice Creams,3.9,Y,"About the Product:
Introducing Hangyo's Rajbhog - a delicious and indulgent ice cream flavour that is perfect for anyone who loves the taste of Indian sweets. Made with the finest ingredients, including rich and creamy milk, saffron, and cardamom, this ice cream is a perfect blend of sweet and aromatic flavours. Hangyo's Rajbhog has a smooth and creamy texture that is filled with the rich and decadent taste of Indian sweets. The unique and exotic flavour of this ice cream is sure to transport you to a world of flavour and leave you feeling satisfied and content. This ice cream is perfect for anyone who loves the taste of Indian sweets and wants to indulge in a delicious treat. Explore an entire range of delectable and unique flavours of ice creams by Hangyo and find your favourite flavour today! Find the entire range and more on Big Basket.
Ingredients:
Milk, Milk Solids, Sugar, Roasted Almond Pieces (5%), Cashew Nut Pieces (3%), Liquid Glucose, Pista Nut Pieces (1%), Permitted Emulsifier (Ins 433, Ins 471) And Stabilizers (Ins 407, Ins 412, Ins 415). Contains Permitted Synthetic Food Colours (Ins 102, Ins 110) And Added Kesar Elaichi Flavour (Nature Identical Flavouring Substances)
Nutritional Facts:
Energy (Kcal) 214.2
Protein (g) 3.91
Carbohydrates (g) 22.2
Total Sugar (g) 19.2
Total Fat (g) 12.2
Saturated Fat (g) 7.6
Trans Fat (g) 0.2
Cholesterol (mg) 45.7
Sodium (mg) 122
How to Use:
Serve as a dessert after a meal
Perfect for a sizzling summer day
Serve at an Indian-themed party for an authentic touch
Mix with fresh fruits for a healthy and delicious snack
Other Product Info:
EAN Code: 40300880   Manufactured & Marketed by: Hangyo Ice Creams (P) Ltd. (An ISO 22000: 2018 Certified Company) Door No. 5-5-347/26, 302 Sterling Chambers, PVS Kalakunj Road, Kodialbail, Mangaluru, Karnataka- 575003 Country of origin: India Best before 27-12-2024 For Queries/Feedback/Complaints, Contact our Customer Care Executive at Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com
"
40120126,Cookies - Nuts & Berry,300,300 g,g,"Zero Trans Fat, Zero Cholesterol",209,,149,,0.5,g,149,29% OFF,Tasties,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari","Bakery Biscuits, Cookies",3.7,N,"From the Brand:
About the Product
With the rich flavour of tangy cranberries and crunchy cashews, Tasties Cookies - Nuts & Berry is a must-try for every baked goods lover. These cookies are the perfect pick to satisfy all your sweet cravings. Serve these premium, eggless cookies at family tea time and watch them disappear in seconds. Enjoy with your choice of evening hot beverage or dipped with milk, these Tasties Cookies - Honey & Corn Flakes will make you fall in love and will have you coming back for more. Features: - Authentic flavors - Crunchy and tasty - Cholesterol free
Ingredients:
Refined wheat flour, Hydrogenated vegetable fat, Sugar, Milk, Cranberry (3 %), Cashew nut (3 %), Raising agent (E503(ii), E500(ii), Nature Identical flavour (Cashewnut flavour( 0.1 %))
Nutritional Facts:
Per 100 g:

Energy - 505 kcal
Carbohydrate - 56.05 g
Total Sugar - 21.08 g
Dietary Fibre - 1.52 g
Protein - 5.55 g
Total fat - 29.15 g
Saturated fat - 5.41 g
Sodium - 10.86mg
How to Use:
Best paired with a cuppa hot chai or coffee 
Dip it in sweet Nutella or jam
Other Product Info:
EAN Code: 40120126  Country Of Origin: India  Manufacturer Name and Address: Bliss Chocolates India Pvt Ltd No, 21, 1st Main Road M.E.S Colony, Konena Agrahara, Bangalore-560017  FSSAI Number: Bliss BLR- 10015043001314, Bliss MUMBAI- 10018022008102  Marketed by: Supermarket Grocery Supplies Private Limited, Fairway Business Park, EGL, Challaghatta, Domlur, Bengaluru, 560071  FSSAI Number: 10019043002767  Best before 28-09-2024  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com
"
40313753,Double Toned Milk - UHT Sterilized,1000,1 L,ml,,75,,75,,75,L,75,,Milky Mist,"Bakery, Cakes & Dairy",Dairy,Milk,3.7,N,"About the Product:
Indulge in the goodness of Milky Mist Double-Toned Milk! Specially processed for extended shelf life and convenience, this milk retains its rich flavour and freshness, ensuring you savour every sip worry-free. Experience the creamy taste and essential nutrients packed in this double-toned milk, perfect for your daily consumption. Enjoy the Milky Mist goodness without compromising on taste or quality.
Ingredients:
Milk & Milk Solids.
Nutritional Facts:
Per 100 ml

Energy: 46.7 kcal
Protein: 3.2 g
Carbohydrate: 5.2 g
Total Fat: 1.5 g
Sodium: 48.9 mg
Calcium: 100 mg
Other Product Info:
EAN Code: 40313753 FSSAI: 10017042003191 Manufactured & Marketed by: Milky Mist Dairy Food Pvt Ltd-PERUNDURAI TALUK, Erode, Tamil Nadu, 638057 Country of origin: India Best before 12-11-2024Disclaimer: The expiry date shown here is for indicative purposes only. Please refer to the information provided on the product package received at delivery for the actual expiry date.For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com
"
40193340,Alpenvie Vanilla Ice Cream,950,950 ml,ml,,210,,140.7,,0.15,ml,140.7,33% OFF,Heritage,"Bakery, Cakes & Dairy",Ice Creams & Desserts,Ice Creams,3.3,N,"About the Product:
Heritage’s “Alpenvie Premium Ice Cream brand is created to deliver superior taste and experience with an extensive choice of flavours, best of milk and cream with the finest ingredients.
Ingredients:
Water, Sugar, Milk Solids, Liquid Glucose, Stabilisers & Emulsifier (E407, E410, E412 & E471) Contains Permitted Nature Identical And Artificial (Vanilla) Flavouring Substance.
How to Use:
Direct to eat.
Other Product Info:
EAN Code: __ EAN__  FSSAI Number: 10014047000258  Manufactured & Marketed By: Heritage Foods Limited, ?6-3-541/C, Panjagutta, Hyderabad - 500082  Best Before 10-02-2025  For Queries/Feedback/Complaints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com
"
40193334,Alpenvie Vanilla Ice Cream,450,450 ml,ml,,120,,108,,0.24,ml,108,₹12 OFF,Heritage,"Bakery, Cakes & Dairy",Ice Creams & Desserts,Ice Creams,3.3,Y,"About the Product:
Heritage’s Alpenvie Premium Ice Cream brand is created to deliver superior taste and experience with an extensive choice of flavours, best of milk and cream with the finest ingredients.
Ingredients:
Water, Sugar, Milk Solids, Liquid Glucose, Stabilisers & Emulsifier (E407, E410, E412 & E471) Contains Permitted Nature Identical And Artificial (Vanilla) Flavouring Substance.
How to Use:
Direct to eat
Other Product Info:
EAN Code: __ EAN__  FSSAI Number: 10014047000258  Manufactured & Marketed By: Heritage Foods Limited, ?6-3-541/C, Panjagutta, Hyderabad - 500082  Best Before 10-02-2025  For Queries/Feedback/Complaints, Contact our Customer Care Executive at:Phone:1860 123 1000 | Address:Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore-560016, Email:customerservice@bigbasket.com
"
40187300,Sea Salt Caramel Ice Cream,450,450 ml,ml,"No Added Sugar, 50% Lower Calories",379,,379,,0.84,ml,379,,THE BROOKLYN CREAMERY,Gourmet & World Food,Dairy & Cheese,Gourmet Ice Cream,,N,"About the Product:
A perfect balance of sweet and salty flavours come together in our light, rich, low-fat & low cal ice cream. Craving for some already? Indulge in the rich taste of this sweet and savoury frozen treat.
Ingredients:
Water, Milk Solids, Sugar, Liquid Glucose, Caramel Confectionary (9%) {Water, Milk Solids, Liquid Glucose, Sugar, Stabilizer (440), Acidity Regulator [331, 500 (i)], Salt, CONTAINS PERMITTED NATURAL COLOUR [150(c)] AND ADDED ARTIFICIAL FLAVORING SUBSTANCES (VANILLA)}, Salt, Stabilizers (410, 412), Emulsifiers (471, 477), CONTAINS PERMITTED NATURAL FOOD COLOUR [150(c)] AND ADDED ARTIFICIAL FLAVORING SUBSTANCES (ENGLISH TOFFEE).
How to Use:
Ready to eat.
Other Product Info:
EAN Code: 40187300  Country of origin: India  FSSAI NO: 10014022002929  Manufacturer Name & Address: Rich Graviss Products Ptv LTD, J-177, MIDC, Bhosari, Pune 411026.  Marketed By: Graviss Foods PVt Ltd, Strand Cinema, C.S.No.506 of Colaba Division, Arthur Bunder Road, Colaba, Mumbai 400005.  Best Before 13-02-2025  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com
"
40187288,Sea Salt Caramel MF Ice Cream,100,100 ml,ml,"No Added Sugar, 50% Lower Calories",99,,99,,0.99,ml,99,,THE BROOKLYN CREAMERY,Gourmet & World Food,Dairy & Cheese,Gourmet Ice Cream,,Y,"About the Product:
A perfect balance of sweet and salty flavours come together in our light, rich, low-fat & low cal ice cream. Craving for some already? Indulge in the rich taste of this sweet and savoury frozen treat.
Ingredients:
Water, Milk Solids, Sugar, Liquid Glucose, Caramel Confectionary (9%) {Water, Milk Solids, Liquid Glucose, Sugar, Stabilizer (440), Acidity Regulator [331, 500 (i)], Salt, CONTAINS PERMITTED NATURAL COLOUR [150(c)] AND ADDED ARTIFICIAL FLAVORING SUBSTANCES (VANILLA)}, Salt, Stabilizers (410, 412), Emulsifiers (471, 477), CONTAINS PERMITTED NATURAL FOOD COLOUR [150(c)] AND ADDED ARTIFICIAL FLAVORING SUBSTANCES (ENGLISH TOFFEE).
How to Use:
Ready to eat.
Other Product Info:
EAN Code: __EAN __   FSSAI NO: 10014022002929  Manufacturer Name & Address: Rich Graviss Products Ptv LTD, J-177, MIDC, Bhosari, Pune 411026.  Marketed By: Graviss Foods PVt Ltd, Strand Cinema, C.S.No.506 of Colaba Division, Arthur Bunder Road, Colaba, Mumbai 400005.  Best Before 13-02-2025  For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com
"
